Crypto,Label,Date,Closing_Price,Volume,Marketcap
Aave,AAVE,2020-11-03,28.04280321,56775011.59564292,316455541.5979732
Aave,AAVE,2020-11-04,27.71508436,50464690.5101932,313021334.56848735
Aave,AAVE,2020-11-05,30.95562668,85212411.64251429,350205472.9254519
Aave,AAVE,2020-11-06,38.45744081,147304661.0003733,435876358.2493624
Aave,AAVE,2020-11-07,44.60489962,200580053.60534412,507707213.1975601
Aave,AAVE,2020-11-08,53.74937894,174706008.6468665,613014913.9174644
Aave,AAVE,2020-11-09,54.88649964,386011347.7491519,626843328.1215719
Aave,AAVE,2020-11-10,67.00111098,433793206.4967589,780700254.0603075
Aave,AAVE,2020-11-11,54.69964668,354136841.3455583,638025534.6074319
Aave,AAVE,2020-11-12,51.63241804,244505561.5470832,603421827.5595561
Aave,AAVE,2020-11-13,63.39907168,318852071.2420879,743396746.1819518
Aave,AAVE,2020-11-14,67.01611273,243698854.74567783,786814070.8942633
Aave,AAVE,2020-11-15,64.23729542,258275517.09982908,754769242.984942
Aave,AAVE,2020-11-16,71.76639355,252527244.6746781,843863117.2246927
Aave,AAVE,2020-11-17,78.44328478,310951195.4893777,923384720.0462722
Aave,AAVE,2020-11-18,75.23227405,291394550.7946071,887327038.570436
Aave,AAVE,2020-11-19,75.85718351,275294182.28090847,895838057.7896098
Aave,AAVE,2020-11-20,75.06539972,260578165.49533343,888309702.5449907
Aave,AAVE,2020-11-21,70.42424685,237984829.20010588,833647262.7056857
Aave,AAVE,2020-11-22,68.42477869,209068686.3780854,811198457.4282078
Aave,AAVE,2020-11-23,71.83861244,220212896.1199827,852034424.5073861
Aave,AAVE,2020-11-24,66.73867871,193004081.17873785,792032288.2378324
Aave,AAVE,2020-11-25,61.80533895,154888752.21671736,733874939.2967753
Aave,AAVE,2020-11-26,63.99345248,282502058.4653289,760506808.6507189
Aave,AAVE,2020-11-27,60.73871861,201844805.75607985,722139363.7789521
Aave,AAVE,2020-11-28,63.94728703,150605043.44521672,760508853.1865296
Aave,AAVE,2020-11-29,68.85312443,161791286.30746406,819035970.4519866
Aave,AAVE,2020-11-30,76.41953515,288079549.86705697,909941093.0031154
Aave,AAVE,2020-12-01,74.86836458,268968536.9296152,891921515.9888393
Aave,AAVE,2020-12-02,86.32324982,410949897.5495344,1029525776.0385628
Aave,AAVE,2020-12-03,91.67564477,390370348.3556075,1093762156.9254584
Aave,AAVE,2020-12-04,81.6418197,344330864.1263516,974344644.041474
Aave,AAVE,2020-12-05,91.92059987,321071928.23277366,1097810892.1516194
Aave,AAVE,2020-12-06,87.95642649,261643152.7839865,1051203168.980594
Aave,AAVE,2020-12-07,90.9602979,299145687.7401658,1087477655.8333125
Aave,AAVE,2020-12-08,79.94619074,376267574.7847037,956117556.491354
Aave,AAVE,2020-12-09,82.11372218,357447823.9545926,982942929.9949716
Aave,AAVE,2020-12-10,76.64575648,299977126.99674493,917596922.5460534
Aave,AAVE,2020-12-11,74.72982934,314260628.56666005,894777251.8971121
Aave,AAVE,2020-12-12,77.55488043,228308571.77371025,928807400.9458116
Aave,AAVE,2020-12-13,83.42745942,269018776.9246724,999380433.358915
Aave,AAVE,2020-12-14,86.14011813,309773536.51004165,1032112150.701743
Aave,AAVE,2020-12-15,87.25809436,288078630.12110555,1045770157.8973216
Aave,AAVE,2020-12-16,87.23005839,368950333.1915783,1045506379.575309
Aave,AAVE,2020-12-17,85.08382773,361404899.28428113,1019961551.3521832
Aave,AAVE,2020-12-18,89.77007385,254960310.8344537,1076525471.5506575
Aave,AAVE,2020-12-19,89.01304208,357204770.5456118,1067684335.4318194
Aave,AAVE,2020-12-20,85.96947236,280308987.27089214,1031344697.275862
Aave,AAVE,2020-12-21,81.31193717,215489072.06714505,975723269.0679436
Aave,AAVE,2020-12-22,84.10955202,244392689.8707386,1009442760.1055428
Aave,AAVE,2020-12-23,75.21556665,278229984.1943121,902812157.557945
Aave,AAVE,2020-12-24,80.25657151,289878177.16607887,963409600.2909256
Aave,AAVE,2020-12-25,79.79518007,172743359.15124372,958013751.496413
Aave,AAVE,2020-12-26,74.868333,181386506.709466,898979377.0145285
Aave,AAVE,2020-12-27,76.96798485,213855387.96349987,924546580.8374872
Aave,AAVE,2020-12-28,81.88362359,226663289.81516027,984160252.9022946
Aave,AAVE,2020-12-29,77.90199883,163464865.4658465,936493441.5518984
Aave,AAVE,2020-12-30,80.88830364,205643884.0541269,973018228.8535388
Aave,AAVE,2020-12-31,87.5274822,204471306.25616992,1053210331.410881
Aave,AAVE,2021-01-01,90.34967103,202515778.5272281,1087592822.2173798
Aave,AAVE,2021-01-02,85.71284343,221843920.0913869,1032020483.2481196
Aave,AAVE,2021-01-03,91.09664966,298884107.1168472,1097389994.1441915
Aave,AAVE,2021-01-04,111.13203789,619262373.131525,1339476346.339024
Aave,AAVE,2021-01-05,116.45382785,573305329.4852206,1404342547.249715
Aave,AAVE,2021-01-06,115.00081244,392901334.3399963,1389419870.2162387
Aave,AAVE,2021-01-07,114.94044678,467716121.23043567,1391148360.454535
Aave,AAVE,2021-01-08,111.70277995,501393571.617764,1352221085.0091486
Aave,AAVE,2021-01-09,117.66696294,337620867.7593545,1424946042.5667017
Aave,AAVE,2021-01-10,126.20067343,512402602.85617554,1528930605.940942
Aave,AAVE,2021-01-11,115.60195207,610095319.0815829,1402127902.577836
Aave,AAVE,2021-01-12,126.05295916,541259410.5638888,1529400855.541191
Aave,AAVE,2021-01-13,147.4692885,540090767.4245772,1799950317.2789989
Aave,AAVE,2021-01-14,147.2622138,467793933.9662259,1797974219.3641748
Aave,AAVE,2021-01-15,162.5793443,588428158.2173206,1988529819.238264
Aave,AAVE,2021-01-16,182.93181721,896636347.4520636,2238510904.062113
Aave,AAVE,2021-01-17,186.2648519,631950249.7831974,2280831100.500596
Aave,AAVE,2021-01-18,197.65705672,495408127.87871057,2421614478.2345505
Aave,AAVE,2021-01-19,187.50846827,501884679.0409566,2298257565.7471347
Aave,AAVE,2021-01-20,193.3356448,629524750.396603,2370382680.144542
Aave,AAVE,2021-01-21,159.99185659,581488355.1622448,1961810810.2293148
Aave,AAVE,2021-01-22,188.27962871,621666180.527225,2309153719.5381904
Aave,AAVE,2021-01-23,210.36705841,564323079.8501879,2581064745.640444
Aave,AAVE,2021-01-24,264.85014401,1241700329.7266734,3251074103.9558263
Aave,AAVE,2021-01-25,249.74367963,1081208271.0289412,3066479750.692207
Aave,AAVE,2021-01-26,272.3576004,1081042277.5403025,3345908147.025244
Aave,AAVE,2021-01-27,282.44377082,1111051096.4694834,3473257310.8946924
Aave,AAVE,2021-01-28,297.41404299,874888871.6,3658821334.13
Aave,AAVE,2021-01-29,286.89914533,1050249644.78,3530265420.3
Aave,AAVE,2021-01-30,313.08732974,805008933.69,3854426676.67
Aave,AAVE,2021-01-31,300.06256418,539565884.95,3697226540.33
Aave,AAVE,2021-02-01,295.66131353,639510002.09,3643317247.54
Aave,AAVE,2021-02-02,301.11819132,752215469.92,3711117723.85
Aave,AAVE,2021-02-03,365.5988563,1083942424.89,4506679200.81
Aave,AAVE,2021-02-04,466.4799454,2838572595.82,5754281218.82
Aave,AAVE,2021-02-05,506.77264181,1511505451.24,6253059939.33
Aave,AAVE,2021-02-06,472.32853192,1485662684.03,5832334571.25
Aave,AAVE,2021-02-07,461.5083374,1373619547.81,5700023386.8
Aave,AAVE,2021-02-08,490.34201617,1711240052.77,6057557720.36
Aave,AAVE,2021-02-09,488.00188063,1165494591.8,6030579943.23
Aave,AAVE,2021-02-10,517.96825685,1880615394.0,6404109768.83
Aave,AAVE,2021-02-11,518.07254013,836675655.61,6409555495.12
Aave,AAVE,2021-02-12,529.89617535,822757465.38,6558682803.75
Aave,AAVE,2021-02-13,494.55965157,783556570.31,6124959579.25
Aave,AAVE,2021-02-14,471.6146565,685293985.66,5841937064.85
Aave,AAVE,2021-02-15,455.61472533,1153106183.3,5643744346.22
Aave,AAVE,2021-02-16,431.5302847,927532561.85,5345408014.9
Aave,AAVE,2021-02-17,449.60051733,1095918427.91,5569245761.06
Aave,AAVE,2021-02-18,440.5109236,577451189.48,5456652070.81
Aave,AAVE,2021-02-19,422.2425337,667057562.2,5230359731.15
Aave,AAVE,2021-02-20,442.02387644,1512350119.37,5482898402.56
Aave,AAVE,2021-02-21,435.85377271,555957721.72,5407627356.65
Aave,AAVE,2021-02-22,400.88243658,924414231.89,4974530206.13
Aave,AAVE,2021-02-23,359.49751981,1179704137.16,4461394530.87
Aave,AAVE,2021-02-24,367.23089964,763533885.8,4557746908.16
Aave,AAVE,2021-02-25,337.50146351,450643581.02,4189244710.34
Aave,AAVE,2021-02-26,323.10817521,549178299.16,4011295609.12
Aave,AAVE,2021-02-27,334.36448095,400236069.04,4151558855.57
Aave,AAVE,2021-02-28,344.87000758,595665678.7,4282630707.73
Aave,AAVE,2021-03-01,385.41968876,743260217.03,4787397636.72
Aave,AAVE,2021-03-02,390.92626057,731511612.1,4855921767.78
Aave,AAVE,2021-03-03,396.30827717,428274369.61,4923743148.88
Aave,AAVE,2021-03-04,374.56693032,395856298.25,4653772702.49
Aave,AAVE,2021-03-05,367.12553589,334832774.85,4562190922.56
Aave,AAVE,2021-03-06,382.01959117,259155959.28,4747498176.4
Aave,AAVE,2021-03-07,407.15247143,587694984.87,5060997597.21
Aave,AAVE,2021-03-08,430.6251097,578702449.84,5353291199.64
Aave,AAVE,2021-03-09,439.32953693,453095765.28,5461756100.94
Aave,AAVE,2021-03-10,408.26351907,530439445.71,5076097240.69
Aave,AAVE,2021-03-11,403.50932755,396079584.32,5017241956.56
Aave,AAVE,2021-03-12,374.71471052,427189383.68,4659635360.2
Aave,AAVE,2021-03-13,405.39340121,542535232.39,5041674558.43
Aave,AAVE,2021-03-14,381.08260484,381409955.94,4739457975.83
Aave,AAVE,2021-03-15,369.02280205,352800736.83,4590010352.57
Aave,AAVE,2021-03-16,371.21927385,286266766.78,4617763704.8
Aave,AAVE,2021-03-17,379.1245646,280131587.99,4716940794.82
Aave,AAVE,2021-03-18,363.10073433,219482140.04,4517656907.39
Aave,AAVE,2021-03-19,369.37732538,235741846.52,4595860814.8
Aave,AAVE,2021-03-20,372.47784121,260796699.2,4635091730.5
Aave,AAVE,2021-03-21,370.15155996,174671074.92,4606283845.85
Aave,AAVE,2021-03-22,344.32445841,229155373.86,4284996869.58
Aave,AAVE,2021-03-23,337.71448352,221157577.38,4203178634.82
Aave,AAVE,2021-03-24,322.38054762,246028275.93,4015946929.12
Aave,AAVE,2021-03-25,328.21590435,318638404.99,4088868432.99
Aave,AAVE,2021-03-26,355.60626394,322533721.51,4430363919.94
Aave,AAVE,2021-03-27,348.59236933,201495262.87,4343943724.09
Aave,AAVE,2021-03-28,346.18989982,197560213.16,4314382589.25
Aave,AAVE,2021-03-29,360.31627991,273206477.35,4490531522.37
Aave,AAVE,2021-03-30,373.64082623,324113326.93,4656864364.11
Aave,AAVE,2021-03-31,377.00814257,460781142.04,4698903088.6
Aave,AAVE,2021-04-01,377.61179926,342371946.85,4706655285.76
Aave,AAVE,2021-04-02,406.69230308,480081712.84,5069254861.38
Aave,AAVE,2021-04-03,385.42057192,395544800.58,4806154259.95
Aave,AAVE,2021-04-04,404.30973507,330959728.89,5042122934.79
Aave,AAVE,2021-04-05,397.92455936,306918909.35,4962595819.1
Aave,AAVE,2021-04-06,383.98994248,429756591.48,4788997765.1
Aave,AAVE,2021-04-07,350.995831,479760253.88,4378934904.69
Aave,AAVE,2021-04-08,377.93119268,261822849.23,4715193942.12
Aave,AAVE,2021-04-09,359.48357425,187074856.57,4485870791.61
Aave,AAVE,2021-04-10,367.26334069,278406911.91,4583145058.71
Aave,AAVE,2021-04-11,373.37874338,200658255.12,4660263686.21
Aave,AAVE,2021-04-12,396.53613746,787040258.53,4950915627.32
Aave,AAVE,2021-04-13,398.28391889,649056082.97,4973077447.0
Aave,AAVE,2021-04-14,430.41622827,709472129.75,5374639326.94
Aave,AAVE,2021-04-15,466.16483587,1064575198.24,5821565277.9
Aave,AAVE,2021-04-16,442.19440065,673556018.02,5522217402.2
Aave,AAVE,2021-04-17,430.1746817,369355828.08,5372112604.27
Aave,AAVE,2021-04-18,382.07509899,1020175372.3,4771434820.21
Aave,AAVE,2021-04-19,346.81257565,492796753.72,4331068954.6
Aave,AAVE,2021-04-20,361.60819853,549743935.6,4515839829.21
Aave,AAVE,2021-04-21,354.13844062,457471541.78,4422555909.18
Aave,AAVE,2021-04-22,362.2285832,934747605.16,4523527204.3
Aave,AAVE,2021-04-23,345.65529566,871499452.91,4316559227.28
Aave,AAVE,2021-04-24,317.49933002,344313634.66,3964946233.63
Aave,AAVE,2021-04-25,346.99324847,384827300.79,4333267643.55
Aave,AAVE,2021-04-26,405.15672313,778864321.5,5059615789.74
Aave,AAVE,2021-04-27,440.22324594,829037372.14,5497528139.23
Aave,AAVE,2021-04-28,460.35151028,1106424533.69,5748890829.87
Aave,AAVE,2021-04-29,438.70997496,602169994.59,5478630341.58
Aave,AAVE,2021-04-30,444.72879905,549295851.03,5553793693.58
Aave,AAVE,2021-05-01,503.86568384,876659862.61,6292297830.28
Aave,AAVE,2021-05-02,483.41444421,528803162.23,6036901809.32
Aave,AAVE,2021-05-03,519.06942055,800165583.14,6482162793.55
Aave,AAVE,2021-05-04,453.35241136,946515500.83,5661485760.68
Aave,AAVE,2021-05-05,480.03080165,598275754.56,5994646725.41
Aave,AAVE,2021-05-06,452.40875669,535837075.35,5649701357.76
Aave,AAVE,2021-05-07,445.22238064,444097912.4,5559957563.2
Aave,AAVE,2021-05-08,466.31755388,409427672.08,5823395056.67
Aave,AAVE,2021-05-09,459.58723356,356162916.89,5739346507.09
Aave,AAVE,2021-05-10,433.0535672,555568844.41,5407992861.34
Aave,AAVE,2021-05-11,457.17806873,471124523.27,5709260745.88
Aave,AAVE,2021-05-12,490.57903135,2700355688.72,6251969445.3
Aave,AAVE,2021-05-13,508.62279907,2672357693.16,6482732644.44
Aave,AAVE,2021-05-14,594.55687732,1517159070.69,7580234638.55
Aave,AAVE,2021-05-15,516.16936703,1073639999.02,6581333238.58
Aave,AAVE,2021-05-16,526.2147085,903490585.83,6709766021.94
Aave,AAVE,2021-05-17,574.25943504,1714951194.75,7323113977.48
Aave,AAVE,2021-05-18,632.26648755,2046638929.59,8063209781.54
Aave,AAVE,2021-05-19,418.369321,2596468764.84,5336170728.82
Aave,AAVE,2021-05-20,468.81267809,1490116640.59,5980158843.65
Aave,AAVE,2021-05-21,373.41851052,1224012357.59,4764076256.81
Aave,AAVE,2021-05-22,334.48069393,880707840.82,4267652851.7
Aave,AAVE,2021-05-23,295.08922914,1187561364.15,3765386794.92
Aave,AAVE,2021-05-24,385.57160812,1188069866.89,4920347743.33
Aave,AAVE,2021-05-25,371.38023972,856641755.42,4739642739.47
Aave,AAVE,2021-05-26,414.93294547,815698595.64,5295741939.71
Aave,AAVE,2021-05-27,369.97811139,627234774.78,4722695575.04
Aave,AAVE,2021-05-28,320.3811519,691594902.23,4094856434.92
Aave,AAVE,2021-05-29,297.89964198,461875865.15,3807889683.09
Aave,AAVE,2021-05-30,325.1483991,404946833.61,4156839152.74
Aave,AAVE,2021-05-31,383.08341024,685229369.02,4897954880.81
Aave,AAVE,2021-06-01,372.8724613,599657382.37,4767779049.31
Aave,AAVE,2021-06-02,384.40269091,410524214.05,4915404364.2
Aave,AAVE,2021-06-03,397.49794841,357572383.78,5082959562.31
Aave,AAVE,2021-06-04,373.88263034,431321243.76,4781530086.14
Aave,AAVE,2021-06-05,356.66771648,357996565.63,4561449065.93
Aave,AAVE,2021-06-06,365.66003352,204074691.8,4676895920.27
Aave,AAVE,2021-06-07,333.88496551,357944925.2,4270986921.64
Aave,AAVE,2021-06-08,331.01690893,406665178.62,4234703558.26
Aave,AAVE,2021-06-09,338.5967323,372168431.57,4332127856.58
Aave,AAVE,2021-06-10,310.14837954,244954071.63,3968314481.01
Aave,AAVE,2021-06-11,285.08174445,250130334.3,3647643402.16
Aave,AAVE,2021-06-12,278.51403806,251587257.99,3563847177.88
Aave,AAVE,2021-06-13,317.12916788,327631351.91,4058132278.98
Aave,AAVE,2021-06-14,317.90136333,335306770.96,4068123033.37
Aave,AAVE,2021-06-15,319.75729172,352145487.31,4091958380.19
Aave,AAVE,2021-06-16,290.26850308,192278220.23,3714910783.79
Aave,AAVE,2021-06-17,292.91462583,146151226.31,3748867972.37
Aave,AAVE,2021-06-18,264.35209385,229941834.93,3383440911.19
Aave,AAVE,2021-06-19,256.35608875,148810608.56,3281227060.66
Aave,AAVE,2021-06-20,273.49936021,242023664.13,3500727704.2
Aave,AAVE,2021-06-21,212.98946504,406497830.33,2726354239.2
Aave,AAVE,2021-06-22,205.75170322,589171952.09,2633899991.85
Aave,AAVE,2021-06-23,214.09076815,399527615.44,2740670233.57
Aave,AAVE,2021-06-24,210.85982427,256051017.16,2699309497.69
Aave,AAVE,2021-06-25,187.16875432,256442078.2,2400468190.85
Aave,AAVE,2021-06-26,186.97187502,224175853.69,2397984006.42
Aave,AAVE,2021-06-27,202.67640068,250757136.21,2599445021.94
Aave,AAVE,2021-06-28,226.37249247,340029039.59,2903823686.72
Aave,AAVE,2021-06-29,236.76587081,374246042.79,3037272383.02
Aave,AAVE,2021-06-30,250.38549399,363669939.71,3212200185.37
Aave,AAVE,2021-07-01,231.62636199,330715116.19,2971685384.78
Aave,AAVE,2021-07-02,233.94843657,256639522.76,3001542331.19
Aave,AAVE,2021-07-03,259.65522529,385377799.45,3331546057.4
Aave,AAVE,2021-07-04,277.03879166,427571943.31,3555054096.37
Aave,AAVE,2021-07-05,307.8290792,793140860.06,3950268561.44
Aave,AAVE,2021-07-06,316.89850739,988705452.84,4066775915.02
Binance Coin,BNB,2017-07-26,0.1051379963755607,200395.0,10513800.0
Binance Coin,BNB,2017-07-27,0.1077369973063469,344499.0,10773700.0
Binance Coin,BNB,2017-07-28,0.1040669977664947,342568.0,10406700.0
Binance Coin,BNB,2017-07-29,0.1078109964728355,340218.0,10781100.0
Binance Coin,BNB,2017-07-30,0.1064139977097511,224261.0,10641400.0
Binance Coin,BNB,2017-07-31,0.1042499989271164,240309.0,10425000.0
Binance Coin,BNB,2017-08-01,0.0998668000102043,300413.0,9986680.0
Binance Coin,BNB,2017-08-02,0.1004519984126091,256793.0,10045200.0
Binance Coin,BNB,2017-08-03,0.1066420003771781,293008.0,10664200.0
Binance Coin,BNB,2017-08-04,0.1074939966201782,287621.0,10749400.0
Binance Coin,BNB,2017-08-05,0.1288709938526153,542878.0,12887100.0
Binance Coin,BNB,2017-08-06,0.1309989988803863,393681.0,13099900.0
Binance Coin,BNB,2017-08-07,0.1488479971885681,748177.0,14884800.0
Binance Coin,BNB,2017-08-08,0.2244209945201873,2617340.0,22442100.0
Binance Coin,BNB,2017-08-09,0.2429119944572448,3075320.0,24291200.0
Binance Coin,BNB,2017-08-10,0.3490790128707886,4118070.0,34907900.0
Binance Coin,BNB,2017-08-11,0.3925719857215881,4413920.0,39257200.0
Binance Coin,BNB,2017-08-12,0.4463649988174438,5080760.0,44636500.0
Binance Coin,BNB,2017-08-13,0.8768280148506165,13852100.0,87682800.0
Binance Coin,BNB,2017-08-14,1.2955700159072876,51698100.0,129557000.0
Binance Coin,BNB,2017-08-15,1.0565500259399414,19824400.0,105655000.0
Binance Coin,BNB,2017-08-16,1.4372400045394895,31363100.0,143724000.0
Binance Coin,BNB,2017-08-17,1.9671499729156487,61296500.0,196715000.0
Binance Coin,BNB,2017-08-18,2.384000062942505,69048000.0,238400000.0
Binance Coin,BNB,2017-08-19,2.093369960784912,43391300.0,209337000.0
Binance Coin,BNB,2017-08-20,2.502579927444458,65350400.0,250258000.0
Binance Coin,BNB,2017-08-21,2.7011098861694336,72000600.0,270111000.0
Binance Coin,BNB,2017-08-22,2.485270023345948,52091300.0,248527000.0
Binance Coin,BNB,2017-08-23,2.580430030822754,64925100.0,258043000.0
Binance Coin,BNB,2017-08-24,2.379319906234741,45080400.0,237932000.0
Binance Coin,BNB,2017-08-25,2.4968700408935547,49977600.0,249687000.0
Binance Coin,BNB,2017-08-26,2.1693599224090576,26690700.0,216936000.0
Binance Coin,BNB,2017-08-27,2.005189895629883,17214900.0,200519000.0
Binance Coin,BNB,2017-08-28,2.0429000854492188,15413900.0,204290000.0
Binance Coin,BNB,2017-08-29,2.327579975128174,20372000.0,232758000.0
Binance Coin,BNB,2017-08-30,2.35004997253418,24830000.0,235005000.0
Binance Coin,BNB,2017-08-31,2.2037899494171143,20214800.0,220379000.0
Binance Coin,BNB,2017-09-01,2.3841700553894043,20990700.0,238417000.0
Binance Coin,BNB,2017-09-02,1.9926799535751345,22995400.0,199268000.0
Binance Coin,BNB,2017-09-03,1.5757999420166016,11662000.0,157580000.0
Binance Coin,BNB,2017-09-04,1.0495699644088743,20075100.0,104957000.0
Binance Coin,BNB,2017-09-05,0.9737160205841064,9453770.0,97371600.0
Binance Coin,BNB,2017-09-06,1.0861400365829468,14279400.0,108614000.0
Binance Coin,BNB,2017-09-07,1.366219997406006,15442300.0,136622000.0
Binance Coin,BNB,2017-09-08,1.0068299770355225,9872850.0,100683000.0
Binance Coin,BNB,2017-09-09,0.9893010258674622,4011510.0,98930100.0
Binance Coin,BNB,2017-09-10,0.9421589970588684,3257430.0,94215900.0
Binance Coin,BNB,2017-09-11,1.0258100032806396,5167180.0,102581000.0
Binance Coin,BNB,2017-09-12,1.035680055618286,7213490.0,103568000.0
Binance Coin,BNB,2017-09-13,0.9372040033340454,2780700.0,93720400.0
Binance Coin,BNB,2017-09-14,0.6787840127944946,3134360.0,67878400.0
Binance Coin,BNB,2017-09-15,0.7997090220451355,4625680.0,79970900.0
Binance Coin,BNB,2017-09-16,0.8041980266571045,2829570.0,80419800.0
Binance Coin,BNB,2017-09-17,0.789588987827301,1273640.0,78958900.0
Binance Coin,BNB,2017-09-18,0.909201979637146,3717860.0,90920200.0
Binance Coin,BNB,2017-09-19,0.8024250268936157,2888420.0,80242500.0
Binance Coin,BNB,2017-09-20,0.7478899955749512,2536950.0,74789000.0
Binance Coin,BNB,2017-09-21,0.7021399736404419,2238040.0,70214000.0
Binance Coin,BNB,2017-09-22,0.7158929705619812,2099500.0,71589300.0
Binance Coin,BNB,2017-09-23,0.7709649801254272,2276080.0,77096500.0
Binance Coin,BNB,2017-09-24,0.7832679748535156,2402720.0,78326800.0
Binance Coin,BNB,2017-09-25,0.9170590043067932,3695220.0,91705900.0
Binance Coin,BNB,2017-09-26,0.8607469797134399,3460160.0,86074700.0
Binance Coin,BNB,2017-09-27,1.1436599493026731,8394020.0,114366000.0
Binance Coin,BNB,2017-09-28,1.377879977226257,13944300.0,137788000.0
Binance Coin,BNB,2017-09-29,1.2662400007247925,8474270.0,126624000.0
Binance Coin,BNB,2017-09-30,1.28357994556427,6194570.0,128358000.0
Binance Coin,BNB,2017-10-01,1.5265300273895264,9043600.0,152653000.0
Binance Coin,BNB,2017-10-02,1.964669942855835,19367700.0,196467000.0
Binance Coin,BNB,2017-10-03,1.8207000494003296,14411500.0,182070000.0
Binance Coin,BNB,2017-10-04,1.6014800071716309,7227750.0,160148000.0
Binance Coin,BNB,2017-10-05,1.6784900426864624,7503500.0,167849000.0
Binance Coin,BNB,2017-10-06,1.5799100399017334,6076260.0,157991000.0
Binance Coin,BNB,2017-10-07,1.5842499732971191,5578780.0,158425000.0
Binance Coin,BNB,2017-10-08,1.217229962348938,4515300.0,121723000.0
Binance Coin,BNB,2017-10-09,1.4037799835205078,9667100.0,140378000.0
Binance Coin,BNB,2017-10-10,1.3933600187301636,6912770.0,139336000.0
Binance Coin,BNB,2017-10-11,1.4337300062179563,6123140.0,143373000.0
Binance Coin,BNB,2017-10-12,1.3437600135803225,5275850.0,134376000.0
Binance Coin,BNB,2017-10-13,1.435479998588562,5705760.0,143548000.0
Binance Coin,BNB,2017-10-14,1.5381900072097778,3355060.0,153819000.0
Binance Coin,BNB,2017-10-15,1.5584399700164795,5987930.0,155844000.0
Binance Coin,BNB,2017-10-16,1.4407000541687012,2960330.0,144070000.0
Binance Coin,BNB,2017-10-17,1.3899500370025637,1744390.0,138995000.0
Binance Coin,BNB,2017-10-18,1.3275599479675293,2311140.0,132756000.0
Binance Coin,BNB,2017-10-19,1.2846100330352783,1791220.0,128461000.0
Binance Coin,BNB,2017-10-20,1.241919994354248,1703230.0,122967466.88
Binance Coin,BNB,2017-10-21,1.2540500164031982,1331640.0,124168506.7
Binance Coin,BNB,2017-10-22,1.213770031929016,1631220.0,120180222.78
Binance Coin,BNB,2017-10-23,1.1837300062179563,2355560.0,117205842.22
Binance Coin,BNB,2017-10-24,1.2484300136566162,4833390.0,123612048.02
Binance Coin,BNB,2017-10-25,1.2527799606323242,2288360.0,124042758.92
Binance Coin,BNB,2017-10-26,1.2086000442504885,2400010.0,119668320.4
Binance Coin,BNB,2017-10-27,1.174180030822754,2067650.0,116260258.52
Binance Coin,BNB,2017-10-28,1.1525700092315674,1495260.0,114120565.98
Binance Coin,BNB,2017-10-29,1.241230010986328,1969690.0,122899147.22
Binance Coin,BNB,2017-10-30,1.3122700452804563,2437230.0,129933101.78
Binance Coin,BNB,2017-10-31,1.3128900527954102,3397150.0,129994490.46
Binance Coin,BNB,2017-11-01,1.2615400552749634,2118920.0,124910121.56
Binance Coin,BNB,2017-11-02,1.299630045890808,3550520.0,128681564.82
Binance Coin,BNB,2017-11-03,1.459220051765442,3201070.0,144483209.08
Binance Coin,BNB,2017-11-04,1.6371999979019165,4685320.0,162105720.8
